"ID","IDENTIFIER","SPECIES_ID","IS_SHINY","BLOB"
"107","normal","107","FALSE","data/sprites/normal/107.png"
"108","normal","108","FALSE","data/sprites/normal/108.png"
"109","normal","109","FALSE","data/sprites/normal/109.png"
"110","normal","110","FALSE","data/sprites/normal/110.png"
"111","normal","111","FALSE","data/sprites/normal/111.png"
"112","normal","112","FALSE","data/sprites/normal/112.png"
"113","normal","113","FALSE","data/sprites/normal/113.png"
"114","normal","114","FALSE","data/sprites/normal/114.png"
"115","normal","115","FALSE","data/sprites/normal/115.png"
"116","normal","116","FALSE","data/sprites/normal/116.png"
"117","normal","117","FALSE","data/sprites/normal/117.png"
"118","normal","118","FALSE","data/sprites/normal/118.png"
"119","normal","119","FALSE","data/sprites/normal/119.png"
"120","normal","120","FALSE","data/sprites/normal/120.png"
"121","normal","121","FALSE","data/sprites/normal/121.png"
"122","normal","122","FALSE","data/sprites/normal/122.png"
"123","normal","123","FALSE","data/sprites/normal/123.png"
"124","normal","124","FALSE","data/sprites/normal/124.png"
"125","normal","125","FALSE","data/sprites/normal/125.png"
"126","normal","126","FALSE","data/sprites/normal/126.png"
"127","normal","127","FALSE","data/sprites/normal/127.png"
"128","normal","128","FALSE","data/sprites/normal/128.png"
"129","normal","129","FALSE","data/sprites/normal/129.png"
"130","normal","130","FALSE","data/sprites/normal/130.png"
"131","normal","131","FALSE","data/sprites/normal/131.png"
"132","normal","132","FALSE","data/sprites/normal/132.png"
"133","normal","133","FALSE","data/sprites/normal/133.png"
"134","normal","134","FALSE","data/sprites/normal/134.png"
"135","normal","135","FALSE","data/sprites/normal/135.png"
"136","normal","136","FALSE","data/sprites/normal/136.png"
"137","normal","137","FALSE","data/sprites/normal/137.png"
"138","normal","138","FALSE","data/sprites/normal/138.png"
"139","normal","139","FALSE","data/sprites/normal/139.png"
"140","normal","140","FALSE","data/sprites/normal/140.png"
"141","normal","141","FALSE","data/sprites/normal/141.png"
"142","normal","142","FALSE","data/sprites/normal/142.png"
"143","normal","143","FALSE","data/sprites/normal/143.png"
"144","normal","144","FALSE","data/sprites/normal/144.png"
"145","normal","145","FALSE","data/sprites/normal/145.png"
"146","normal","146","FALSE","data/sprites/normal/146.png"
"147","normal","147","FALSE","data/sprites/normal/147.png"
"148","normal","148","FALSE","data/sprites/normal/148.png"
"149","normal","149","FALSE","data/sprites/normal/149.png"
"150","normal","150","FALSE","data/sprites/normal/150.png"
"151","normal","151","FALSE","data/sprites/normal/151.png"
"152","normal","152","FALSE","data/sprites/normal/152.png"
"153","normal","153","FALSE","data/sprites/normal/153.png"
"154","normal","154","FALSE","data/sprites/normal/154.png"
"155","normal","155","FALSE","data/sprites/normal/155.png"
"156","normal","156","FALSE","data/sprites/normal/156.png"
"157","normal","157","FALSE","data/sprites/normal/157.png"
"158","normal","158","FALSE","data/sprites/normal/158.png"
"159","normal","159","FALSE","data/sprites/normal/159.png"
"160","normal","160","FALSE","data/sprites/normal/160.png"
"161","normal","161","FALSE","data/sprites/normal/161.png"
"162","normal","162","FALSE","data/sprites/normal/162.png"
"163","normal","163","FALSE","data/sprites/normal/163.png"
"164","normal","164","FALSE","data/sprites/normal/164.png"
"165","normal","165","FALSE","data/sprites/normal/165.png"
"166","normal","166","FALSE","data/sprites/normal/166.png"
"167","normal","167","FALSE","data/sprites/normal/167.png"
"168","normal","168","FALSE","data/sprites/normal/168.png"
"169","normal","169","FALSE","data/sprites/normal/169.png"
"170","normal","170","FALSE","data/sprites/normal/170.png"
"171","normal","171","FALSE","data/sprites/normal/171.png"
"172","normal","172","FALSE","data/sprites/normal/172.png"
"173","normal","173","FALSE","data/sprites/normal/173.png"
"174","normal","174","FALSE","data/sprites/normal/174.png"
"175","normal","175","FALSE","data/sprites/normal/175.png"
"176","normal","176","FALSE","data/sprites/normal/176.png"
"177","normal","177","FALSE","data/sprites/normal/177.png"
"178","normal","178","FALSE","data/sprites/normal/178.png"
"179","normal","179","FALSE","data/sprites/normal/179.png"
"180","normal","180","FALSE","data/sprites/normal/180.png"
"181","normal","181","FALSE","data/sprites/normal/181.png"
"182","normal","182","FALSE","data/sprites/normal/182.png"
"183","normal","183","FALSE","data/sprites/normal/183.png"
"184","normal","184","FALSE","data/sprites/normal/184.png"
"185","normal","185","FALSE","data/sprites/normal/185.png"
"186","normal","186","FALSE","data/sprites/normal/186.png"
"187","normal","187","FALSE","data/sprites/normal/187.png"
"188","normal","188","FALSE","data/sprites/normal/188.png"
"189","normal","189","FALSE","data/sprites/normal/189.png"
"190","normal","190","FALSE","data/sprites/normal/190.png"
"191","normal","191","FALSE","data/sprites/normal/191.png"
"192","normal","192","FALSE","data/sprites/normal/192.png"
"193","normal","193","FALSE","data/sprites/normal/193.png"
"194","normal","194","FALSE","data/sprites/normal/194.png"
"195","normal","195","FALSE","data/sprites/normal/195.png"
"196","normal","196","FALSE","data/sprites/normal/196.png"
"197","normal","197","FALSE","data/sprites/normal/197.png"
"198","normal","198","FALSE","data/sprites/normal/198.png"
"199","normal","199","FALSE","data/sprites/normal/199.png"
"200","normal","200","FALSE","data/sprites/normal/200.png"
"201","normal","201","FALSE","data/sprites/normal/201.png"
"202","normal","202","FALSE","data/sprites/normal/202.png"
"203","normal","203","FALSE","data/sprites/normal/203.png"
"204","normal","204","FALSE","data/sprites/normal/204.png"
"205","normal","205","FALSE","data/sprites/normal/205.png"
"206","normal","206","FALSE","data/sprites/normal/206.png"
"207","normal","207","FALSE","data/sprites/normal/207.png"
"208","normal","208","FALSE","data/sprites/normal/208.png"
"209","normal","209","FALSE","data/sprites/normal/209.png"
"210","normal","210","FALSE","data/sprites/normal/210.png"
"211","normal","211","FALSE","data/sprites/normal/211.png"
"212","normal","212","FALSE","data/sprites/normal/212.png"
"213","normal","213","FALSE","data/sprites/normal/213.png"
"214","normal","214","FALSE","data/sprites/normal/214.png"
"215","normal","215","FALSE","data/sprites/normal/215.png"
"216","normal","216","FALSE","data/sprites/normal/216.png"
"217","normal","217","FALSE","data/sprites/normal/217.png"
"218","normal","218","FALSE","data/sprites/normal/218.png"
"219","normal","219","FALSE","data/sprites/normal/219.png"
"220","normal","220","FALSE","data/sprites/normal/220.png"
"221","normal","221","FALSE","data/sprites/normal/221.png"
"222","normal","222","FALSE","data/sprites/normal/222.png"
"223","normal","223","FALSE","data/sprites/normal/223.png"
"224","normal","224","FALSE","data/sprites/normal/224.png"
"225","normal","225","FALSE","data/sprites/normal/225.png"
"226","normal","226","FALSE","data/sprites/normal/226.png"
"227","normal","227","FALSE","data/sprites/normal/227.png"
"228","normal","228","FALSE","data/sprites/normal/228.png"
"229","normal","229","FALSE","data/sprites/normal/229.png"
"230","normal","230","FALSE","data/sprites/normal/230.png"
"231","normal","231","FALSE","data/sprites/normal/231.png"
"232","normal","232","FALSE","data/sprites/normal/232.png"
"233","normal","233","FALSE","data/sprites/normal/233.png"
"234","normal","234","FALSE","data/sprites/normal/234.png"
"235","normal","235","FALSE","data/sprites/normal/235.png"
"236","normal","236","FALSE","data/sprites/normal/236.png"
"237","normal","237","FALSE","data/sprites/normal/237.png"
"238","normal","238","FALSE","data/sprites/normal/238.png"
"239","normal","239","FALSE","data/sprites/normal/239.png"
"240","normal","240","FALSE","data/sprites/normal/240.png"
"241","normal","241","FALSE","data/sprites/normal/241.png"
"242","normal","242","FALSE","data/sprites/normal/242.png"
"243","normal","243","FALSE","data/sprites/normal/243.png"
"244","normal","244","FALSE","data/sprites/normal/244.png"
"245","normal","245","FALSE","data/sprites/normal/245.png"
"246","normal","246","FALSE","data/sprites/normal/246.png"
"247","normal","247","FALSE","data/sprites/normal/247.png"
"248","normal","248","FALSE","data/sprites/normal/248.png"
"249","normal","249","FALSE","data/sprites/normal/249.png"
"250","normal","250","FALSE","data/sprites/normal/250.png"
"251","normal","251","FALSE","data/sprites/normal/251.png"
"252","normal","252","FALSE","data/sprites/normal/252.png"
"253","normal","253","FALSE","data/sprites/normal/253.png"
"254","normal","254","FALSE","data/sprites/normal/254.png"
"255","normal","255","FALSE","data/sprites/normal/255.png"
"256","normal","256","FALSE","data/sprites/normal/256.png"
"257","normal","257","FALSE","data/sprites/normal/257.png"
"258","normal","258","FALSE","data/sprites/normal/258.png"
"259","normal","259","FALSE","data/sprites/normal/259.png"
"260","normal","260","FALSE","data/sprites/normal/260.png"
"261","normal","261","FALSE","data/sprites/normal/261.png"
"262","normal","262","FALSE","data/sprites/normal/262.png"
"263","normal","263","FALSE","data/sprites/normal/263.png"
"264","normal","264","FALSE","data/sprites/normal/264.png"
"265","normal","265","FALSE","data/sprites/normal/265.png"
"266","normal","266","FALSE","data/sprites/normal/266.png"
"267","normal","267","FALSE","data/sprites/normal/267.png"
"268","normal","268","FALSE","data/sprites/normal/268.png"
"269","normal","269","FALSE","data/sprites/normal/269.png"
"270","normal","270","FALSE","data/sprites/normal/270.png"
"271","normal","271","FALSE","data/sprites/normal/271.png"
"272","normal","272","FALSE","data/sprites/normal/272.png"
"273","normal","273","FALSE","data/sprites/normal/273.png"
"274","normal","274","FALSE","data/sprites/normal/274.png"
"275","normal","275","FALSE","data/sprites/normal/275.png"
"276","normal","276","FALSE","data/sprites/normal/276.png"
"277","normal","277","FALSE","data/sprites/normal/277.png"
"278","normal","278","FALSE","data/sprites/normal/278.png"
"279","normal","279","FALSE","data/sprites/normal/279.png"
"280","normal","280","FALSE","data/sprites/normal/280.png"
"281","normal","281","FALSE","data/sprites/normal/281.png"
"282","normal","282","FALSE","data/sprites/normal/282.png"
"283","normal","283","FALSE","data/sprites/normal/283.png"
"284","normal","284","FALSE","data/sprites/normal/284.png"
"285","normal","285","FALSE","data/sprites/normal/285.png"
"286","normal","286","FALSE","data/sprites/normal/286.png"
"287","normal","287","FALSE","data/sprites/normal/287.png"
"288","normal","288","FALSE","data/sprites/normal/288.png"
"289","normal","289","FALSE","data/sprites/normal/289.png"
"290","normal","290","FALSE","data/sprites/normal/290.png"
"291","normal","291","FALSE","data/sprites/normal/291.png"
"292","normal","292","FALSE","data/sprites/normal/292.png"
"293","normal","293","FALSE","data/sprites/normal/293.png"
"294","normal","294","FALSE","data/sprites/normal/294.png"
"295","normal","295","FALSE","data/sprites/normal/295.png"
"296","normal","296","FALSE","data/sprites/normal/296.png"
"297","normal","297","FALSE","data/sprites/normal/297.png"
"298","normal","298","FALSE","data/sprites/normal/298.png"
"299","normal","299","FALSE","data/sprites/normal/299.png"
"300","normal","300","FALSE","data/sprites/normal/300.png"
"301","normal","301","FALSE","data/sprites/normal/301.png"
"302","normal","302","FALSE","data/sprites/normal/302.png"
"303","normal","303","FALSE","data/sprites/normal/303.png"
"304","normal","304","FALSE","data/sprites/normal/304.png"
"305","normal","305","FALSE","data/sprites/normal/305.png"
"306","normal","306","FALSE","data/sprites/normal/306.png"
"307","normal","307","FALSE","data/sprites/normal/307.png"
"308","normal","308","FALSE","data/sprites/normal/308.png"
"309","normal","309","FALSE","data/sprites/normal/309.png"
"310","normal","310","FALSE","data/sprites/normal/310.png"
"311","normal","311","FALSE","data/sprites/normal/311.png"
"312","normal","312","FALSE","data/sprites/normal/312.png"
"313","normal","313","FALSE","data/sprites/normal/313.png"
"314","normal","314","FALSE","data/sprites/normal/314.png"
"315","normal","315","FALSE","data/sprites/normal/315.png"
"316","normal","316","FALSE","data/sprites/normal/316.png"
"317","normal","317","FALSE","data/sprites/normal/317.png"
"318","normal","318","FALSE","data/sprites/normal/318.png"
"319","normal","319","FALSE","data/sprites/normal/319.png"
"320","normal","320","FALSE","data/sprites/normal/320.png"
"321","normal","321","FALSE","data/sprites/normal/321.png"
"322","normal","322","FALSE","data/sprites/normal/322.png"
"323","normal","323","FALSE","data/sprites/normal/323.png"
"324","normal","324","FALSE","data/sprites/normal/324.png"
"325","normal","325","FALSE","data/sprites/normal/325.png"
"326","normal","326","FALSE","data/sprites/normal/326.png"
"327","normal","327","FALSE","data/sprites/normal/327.png"
"328","normal","328","FALSE","data/sprites/normal/328.png"
"329","normal","329","FALSE","data/sprites/normal/329.png"
"330","normal","330","FALSE","data/sprites/normal/330.png"
"331","normal","331","FALSE","data/sprites/normal/331.png"
"332","normal","332","FALSE","data/sprites/normal/332.png"
"333","normal","333","FALSE","data/sprites/normal/333.png"
"334","normal","334","FALSE","data/sprites/normal/334.png"
"335","normal","335","FALSE","data/sprites/normal/335.png"
"336","normal","336","FALSE","data/sprites/normal/336.png"
"337","normal","337","FALSE","data/sprites/normal/337.png"
"338","normal","338","FALSE","data/sprites/normal/338.png"
"339","normal","339","FALSE","data/sprites/normal/339.png"
"340","normal","340","FALSE","data/sprites/normal/340.png"
"341","normal","341","FALSE","data/sprites/normal/341.png"
"342","normal","342","FALSE","data/sprites/normal/342.png"
"343","normal","343","FALSE","data/sprites/normal/343.png"
"344","normal","344","FALSE","data/sprites/normal/344.png"
"345","normal","345","FALSE","data/sprites/normal/345.png"
"346","normal","346","FALSE","data/sprites/normal/346.png"
"347","normal","347","FALSE","data/sprites/normal/347.png"
"348","normal","348","FALSE","data/sprites/normal/348.png"
"349","normal","349","FALSE","data/sprites/normal/349.png"
"350","normal","350","FALSE","data/sprites/normal/350.png"
"351","normal","351","FALSE","data/sprites/normal/351.png"
"352","normal","352","FALSE","data/sprites/normal/352.png"
"353","normal","353","FALSE","data/sprites/normal/353.png"
"354","normal","354","FALSE","data/sprites/normal/354.png"
"355","normal","355","FALSE","data/sprites/normal/355.png"
"356","normal","356","FALSE","data/sprites/normal/356.png"
"357","normal","357","FALSE","data/sprites/normal/357.png"
"358","normal","358","FALSE","data/sprites/normal/358.png"
"359","normal","359","FALSE","data/sprites/normal/359.png"
"360","normal","360","FALSE","data/sprites/normal/360.png"
"361","normal","361","FALSE","data/sprites/normal/361.png"
"362","normal","362","FALSE","data/sprites/normal/362.png"
"363","normal","363","FALSE","data/sprites/normal/363.png"
"364","normal","364","FALSE","data/sprites/normal/364.png"
"365","normal","365","FALSE","data/sprites/normal/365.png"
"366","normal","366","FALSE","data/sprites/normal/366.png"
"367","normal","367","FALSE","data/sprites/normal/367.png"
"368","normal","368","FALSE","data/sprites/normal/368.png"
"369","normal","369","FALSE","data/sprites/normal/369.png"
"370","normal","370","FALSE","data/sprites/normal/370.png"
"371","normal","371","FALSE","data/sprites/normal/371.png"
"372","normal","372","FALSE","data/sprites/normal/372.png"
"373","normal","373","FALSE","data/sprites/normal/373.png"
"374","normal","374","FALSE","data/sprites/normal/374.png"
"375","normal","375","FALSE","data/sprites/normal/375.png"
"376","normal","376","FALSE","data/sprites/normal/376.png"
"377","normal","377","FALSE","data/sprites/normal/377.png"
"378","normal","378","FALSE","data/sprites/normal/378.png"
"379","normal","379","FALSE","data/sprites/normal/379.png"
"380","normal","380","FALSE","data/sprites/normal/380.png"
"381","normal","381","FALSE","data/sprites/normal/381.png"
"382","normal","382","FALSE","data/sprites/normal/382.png"
"383","normal","383","FALSE","data/sprites/normal/383.png"
"384","normal","384","FALSE","data/sprites/normal/384.png"
"385","normal","385","FALSE","data/sprites/normal/385.png"
"386","normal","386","FALSE","data/sprites/normal/386.png"
"387","normal","387","FALSE","data/sprites/normal/387.png"
"388","normal","388","FALSE","data/sprites/normal/388.png"
"389","normal","389","FALSE","data/sprites/normal/389.png"
"390","normal","390","FALSE","data/sprites/normal/390.png"
"391","normal","391","FALSE","data/sprites/normal/391.png"
"392","normal","392","FALSE","data/sprites/normal/392.png"
"393","normal","393","FALSE","data/sprites/normal/393.png"
"394","normal","394","FALSE","data/sprites/normal/394.png"
"395","normal","395","FALSE","data/sprites/normal/395.png"
"396","normal","396","FALSE","data/sprites/normal/396.png"
"397","normal","397","FALSE","data/sprites/normal/397.png"
"398","normal","398","FALSE","data/sprites/normal/398.png"
"399","normal","399","FALSE","data/sprites/normal/399.png"
"400","normal","400","FALSE","data/sprites/normal/400.png"
"401","normal","401","FALSE","data/sprites/normal/401.png"
"402","normal","402","FALSE","data/sprites/normal/402.png"
"403","normal","403","FALSE","data/sprites/normal/403.png"
"404","normal","404","FALSE","data/sprites/normal/404.png"
"405","normal","405","FALSE","data/sprites/normal/405.png"
"406","normal","406","FALSE","data/sprites/normal/406.png"
"407","normal","407","FALSE","data/sprites/normal/407.png"
"408","normal","408","FALSE","data/sprites/normal/408.png"
"409","normal","409","FALSE","data/sprites/normal/409.png"
"410","normal","410","FALSE","data/sprites/normal/410.png"
"411","normal","411","FALSE","data/sprites/normal/411.png"
"412","normal","412","FALSE","data/sprites/normal/412.png"
"413","normal","413","FALSE","data/sprites/normal/413.png"
"414","normal","414","FALSE","data/sprites/normal/414.png"
"415","normal","415","FALSE","data/sprites/normal/415.png"
"416","normal","416","FALSE","data/sprites/normal/416.png"
"417","normal","417","FALSE","data/sprites/normal/417.png"
"418","normal","418","FALSE","data/sprites/normal/418.png"
"419","normal","419","FALSE","data/sprites/normal/419.png"
"420","normal","420","FALSE","data/sprites/normal/420.png"
"421","normal","421","FALSE","data/sprites/normal/421.png"
"422","normal","422","FALSE","data/sprites/normal/422.png"
"423","normal","423","FALSE","data/sprites/normal/423.png"
"424","normal","424","FALSE","data/sprites/normal/424.png"
"425","normal","425","FALSE","data/sprites/normal/425.png"
"426","normal","426","FALSE","data/sprites/normal/426.png"
"427","normal","427","FALSE","data/sprites/normal/427.png"
"428","normal","428","FALSE","data/sprites/normal/428.png"
"429","normal","429","FALSE","data/sprites/normal/429.png"
"430","normal","430","FALSE","data/sprites/normal/430.png"
"431","normal","431","FALSE","data/sprites/normal/431.png"
"432","normal","432","FALSE","data/sprites/normal/432.png"
"433","normal","433","FALSE","data/sprites/normal/433.png"
"434","normal","434","FALSE","data/sprites/normal/434.png"
"435","normal","435","FALSE","data/sprites/normal/435.png"
"436","normal","436","FALSE","data/sprites/normal/436.png"
"437","normal","437","FALSE","data/sprites/normal/437.png"
"438","normal","438","FALSE","data/sprites/normal/438.png"
"439","normal","439","FALSE","data/sprites/normal/439.png"
"440","normal","440","FALSE","data/sprites/normal/440.png"
"441","normal","441","FALSE","data/sprites/normal/441.png"
"442","normal","442","FALSE","data/sprites/normal/442.png"
"443","normal","443","FALSE","data/sprites/normal/443.png"
"444","normal","444","FALSE","data/sprites/normal/444.png"
"445","normal","445","FALSE","data/sprites/normal/445.png"
"446","normal","446","FALSE","data/sprites/normal/446.png"
"447","normal","447","FALSE","data/sprites/normal/447.png"
"448","normal","448","FALSE","data/sprites/normal/448.png"
"449","normal","449","FALSE","data/sprites/normal/449.png"
"450","normal","450","FALSE","data/sprites/normal/450.png"
"451","normal","451","FALSE","data/sprites/normal/451.png"
"452","normal","452","FALSE","data/sprites/normal/452.png"
"453","normal","453","FALSE","data/sprites/normal/453.png"
"454","normal","454","FALSE","data/sprites/normal/454.png"
"455","normal","455","FALSE","data/sprites/normal/455.png"
"456","normal","456","FALSE","data/sprites/normal/456.png"
"457","normal","457","FALSE","data/sprites/normal/457.png"
"458","normal","458","FALSE","data/sprites/normal/458.png"
"459","normal","459","FALSE","data/sprites/normal/459.png"
"460","normal","460","FALSE","data/sprites/normal/460.png"
"461","normal","461","FALSE","data/sprites/normal/461.png"
"462","normal","462","FALSE","data/sprites/normal/462.png"
"463","normal","463","FALSE","data/sprites/normal/463.png"
"464","normal","464","FALSE","data/sprites/normal/464.png"
"465","normal","465","FALSE","data/sprites/normal/465.png"
"466","normal","466","FALSE","data/sprites/normal/466.png"
"467","normal","467","FALSE","data/sprites/normal/467.png"
"468","normal","468","FALSE","data/sprites/normal/468.png"
"469","normal","469","FALSE","data/sprites/normal/469.png"
"470","normal","470","FALSE","data/sprites/normal/470.png"
"471","normal","471","FALSE","data/sprites/normal/471.png"
"472","normal","472","FALSE","data/sprites/normal/472.png"
"473","normal","473","FALSE","data/sprites/normal/473.png"
"474","normal","474","FALSE","data/sprites/normal/474.png"
"475","normal","475","FALSE","data/sprites/normal/475.png"
"476","normal","476","FALSE","data/sprites/normal/476.png"
"477","normal","477","FALSE","data/sprites/normal/477.png"
"478","normal","478","FALSE","data/sprites/normal/478.png"
"479","normal","479","FALSE","data/sprites/normal/479.png"
"480","normal","480","FALSE","data/sprites/normal/480.png"
"481","normal","481","FALSE","data/sprites/normal/481.png"
"482","normal","482","FALSE","data/sprites/normal/482.png"
"483","normal","483","FALSE","data/sprites/normal/483.png"
"484","normal","484","FALSE","data/sprites/normal/484.png"
"485","normal","485","FALSE","data/sprites/normal/485.png"
"486","normal","486","FALSE","data/sprites/normal/486.png"
"487","normal","487","FALSE","data/sprites/normal/487.png"
"488","normal","488","FALSE","data/sprites/normal/488.png"
"489","normal","489","FALSE","data/sprites/normal/489.png"
"490","normal","490","FALSE","data/sprites/normal/490.png"
"491","normal","491","FALSE","data/sprites/normal/491.png"
"492","normal","492","FALSE","data/sprites/normal/492.png"
"493","normal","493","FALSE","data/sprites/normal/493.png"
"494","normal","494","FALSE","data/sprites/normal/494.png"
"495","normal","495","FALSE","data/sprites/normal/495.png"
"496","normal","496","FALSE","data/sprites/normal/496.png"
"497","normal","497","FALSE","data/sprites/normal/497.png"
"498","normal","498","FALSE","data/sprites/normal/498.png"
"499","normal","499","FALSE","data/sprites/normal/499.png"
"500","normal","500","FALSE","data/sprites/normal/500.png"
"501","normal","501","FALSE","data/sprites/normal/501.png"
"502","normal","502","FALSE","data/sprites/normal/502.png"
"503","normal","503","FALSE","data/sprites/normal/503.png"
"504","normal","504","FALSE","data/sprites/normal/504.png"
"505","normal","505","FALSE","data/sprites/normal/505.png"
"506","normal","506","FALSE","data/sprites/normal/506.png"
"507","normal","507","FALSE","data/sprites/normal/507.png"
"508","normal","508","FALSE","data/sprites/normal/508.png"
"509","normal","509","FALSE","data/sprites/normal/509.png"
"510","normal","510","FALSE","data/sprites/normal/510.png"
"511","normal","511","FALSE","data/sprites/normal/511.png"
"512","normal","512","FALSE","data/sprites/normal/512.png"
"513","normal","513","FALSE","data/sprites/normal/513.png"
"514","normal","514","FALSE","data/sprites/normal/514.png"
"515","normal","515","FALSE","data/sprites/normal/515.png"
